Місто,Дата,Час,Вік,К-ть
Тисмениця,2021-02-15,2021-02-15 01:00:00,20-29,25
Крихівці,2021-02-08,2021-02-08 04:00:00,40-49,25
Угринів,2021-02-13,2021-02-13 21:00:00,50-59,25
Бурштин,2021-02-11,2021-02-11 01:00:00,20-29,25
Калуш,2021-02-20,2021-02-20 17:00:00,40-49,25
Черніїв,2021-02-15,2021-02-15 19:00:00,50-59,25
Підлужжя,2021-02-15,2021-02-15 00:00:00,20-29,25
Тисмениця,2021-02-04,2021-02-04 10:00:00,15-19,25
Братківці,2021-02-15,2021-02-15 03:00:00,20-29,25
Крихівці,2021-02-07,2021-02-07 09:00:00,40-49,25
Угринів,2021-02-14,2021-02-14 17:00:00,15-19,25
Калуш,2021-02-20,2021-02-20 14:00:00,40-49,25
Калуш,2021-02-20,2021-02-20 14:00:00,50-59,25
Ямниця,2021-02-01,2021-02-01 02:00:00,30-39,25
Угринів,2021-02-07,2021-02-07 19:00:00,50-59,25
Лисець,2021-02-16,2021-02-16 17:00:00,50-59,25
Черніїв,2021-02-08,2021-02-08 05:00:00,20-29,25
Калуш,2021-02-16,2021-02-16 04:00:00,20-29,25
Калуш,2021-02-16,2021-02-16 04:00:00,30-39,25
Калуш,2021-02-05,2021-02-05 01:00:00,30-39,25
Загвіздя,2021-02-15,2021-02-15 07:00:00,40-49,25
Бурштин,2021-02-02,2021-02-02 19:00:00,40-49,25
Ямниця,2021-02-09,2021-02-09 04:00:00,20-29,25
Лисець,2021-02-16,2021-02-16 23:00:00,30-39,25
Надвірна,2021-02-07,2021-02-07 18:00:00,40-49,25
Братківці,2021-02-20,2021-02-20 08:00:00,50-59,25
Калуш,2021-02-01,2021-02-01 02:00:00,30-39,25
Угринів,2021-02-06,2021-02-06 03:00:00,40-49,25
Підлужжя,2021-02-10,2021-02-10 04:00:00,30-39,25
Лисець,2021-02-10,2021-02-10 00:00:00,30-39,25
Загвіздя,2021-02-15,2021-02-15 16:00:00,15-19,25
Калуш,2021-02-01,2021-02-01 01:00:00,30-39,25
Крихівці,2021-02-17,2021-02-17 07:00:00,40-49,25
Надвірна,2021-02-13,2021-02-13 04:00:00,30-39,25
Братківці,2021-02-17,2021-02-17 18:00:00,50-59,25
Підпечери,2021-02-07,2021-02-07 18:00:00,40-49,25
Підлужжя,2021-02-02,2021-02-02 23:00:00,20-29,25
Тисмениця,2021-02-15,2021-02-15 15:00:00,15-19,25
Братківці,2021-02-17,2021-02-17 18:00:00,40-49,25
Підлужжя,2021-02-20,2021-02-20 18:00:00,50-59,25
Братківці,2021-02-18,2021-02-18 01:00:00,20-29,25
Надвірна,2021-02-06,2021-02-06 11:00:00,40-49,25
Калуш,2021-02-18,2021-02-18 01:00:00,30-39,25
Підпечери,2021-02-05,2021-02-05 00:00:00,20-29,25
Надвірна,2021-02-18,2021-02-18 09:00:00,40-49,25
Лисець,2021-02-01,2021-02-01 23:00:00,30-39,24
Богородчани,2021-02-07,2021-02-07 07:00:00,20-29,24
Драгомирчани,2021-02-08,2021-02-08 07:00:00,50-59,24
Загвіздя,2021-02-11,2021-02-11 14:00:00,15-19,24
Підпечери,2021-02-01,2021-02-01 05:00:00,30-39,24
Загвіздя,2021-02-21,2021-02-21 21:00:00,40-49,24
Тисмениця,2021-02-18,2021-02-18 15:00:00,15-19,24
Богородчани,2021-02-08,2021-02-08 05:00:00,30-39,24
Богородчани,2021-02-09,2021-02-09 23:00:00,20-29,24
Загвіздя,2021-02-19,2021-02-19 11:00:00,15-19,24
Драгомирчани,2021-02-21,2021-02-21 14:00:00,50-59,24
Бурштин,2021-02-18,2021-02-18 19:00:00,40-49,24
Лисець,2021-02-02,2021-02-02 00:00:00,20-29,24
Ямниця,2021-02-14,2021-02-14 15:00:00,50-59,24
Драгомирчани,2021-02-08,2021-02-08 19:00:00,50-59,24
Загвіздя,2021-02-21,2021-02-21 18:00:00,15-19,24
Драгомирчани,2021-02-09,2021-02-09 06:00:00,20-29,24
Тисмениця,2021-02-12,2021-02-12 14:00:00,15-19,24
Підпечери,2021-02-15,2021-02-15 03:00:00,20-29,24
Богородчани,2021-02-08,2021-02-08 19:00:00,50-59,24
Загвіздя,2021-02-20,2021-02-20 13:00:00,15-19,24
Бурштин,2021-02-15,2021-02-15 18:00:00,40-49,24
Драгомирчани,2021-02-16,2021-02-16 01:00:00,30-39,24
Драгомирчани,2021-02-16,2021-02-16 00:00:00,30-39,24
Надвірна,2021-02-21,2021-02-21 07:00:00,20-29,24
Підлужжя,2021-02-20,2021-02-20 17:00:00,50-59,24
Підлужжя,2021-02-20,2021-02-20 18:00:00,40-49,24
Загвіздя,2021-02-14,2021-02-14 18:00:00,40-49,24
Тисмениця,2021-02-15,2021-02-15 16:00:00,15-19,24
Надвірна,2021-02-03,2021-02-03 08:00:00,40-49,24
Драгомирчани,2021-02-11,2021-02-11 03:00:00,30-39,24
Драгомирчани,2021-02-17,2021-02-17 07:00:00,50-59,24
Підпечери,2021-02-18,2021-02-18 01:00:00,30-39,24
Надвірна,2021-02-09,2021-02-09 02:00:00,20-29,24
Загвіздя,2021-02-15,2021-02-15 20:00:00,40-49,24
Загвіздя,2021-02-15,2021-02-15 14:00:00,15-19,24
Тисмениця,2021-02-13,2021-02-13 12:00:00,15-19,24
Надвірна,2021-02-09,2021-02-09 01:00:00,20-29,24
Тисмениця,2021-02-13,2021-02-13 09:00:00,40-49,24
Драгомирчани,2021-02-13,2021-02-13 18:00:00,40-49,24
Підпечери,2021-02-20,2021-02-20 14:00:00,50-59,24
Підпечери,2021-02-01,2021-02-01 18:00:00,50-59,24
Підпечери,2021-02-20,2021-02-20 15:00:00,50-59,24
Загвіздя,2021-02-13,2021-02-13 15:00:00,15-19,24
Драгомирчани,2021-02-13,2021-02-13 05:00:00,30-39,24
Тисмениця,2021-02-14,2021-02-14 10:00:00,40-49,24
Підлужжя,2021-02-20,2021-02-20 09:00:00,40-49,24
Драгомирчани,2021-02-14,2021-02-14 10:00:00,40-49,24
Підпечери,2021-02-20,2021-02-20 17:00:00,50-59,24
Драгомирчани,2021-02-14,2021-02-14 12:00:00,50-59,24
Драгомирчани,2021-02-14,2021-02-14 14:00:00,50-59,24
Підпечери,2021-02-02,2021-02-02 00:00:00,20-29,24
Богородчани,2021-02-14,2021-02-14 10:00:00,50-59,24
Драгомирчани,2021-02-19,2021-02-19 07:00:00,40-49,24
Драгомирчани,2021-02-19,2021-02-19 02:00:00,30-39,24
Богородчани,2021-02-10,2021-02-10 20:00:00,50-59,24
Бурштин,2021-02-20,2021-02-20 02:00:00,20-29,24
Бурштин,2021-02-19,2021-02-19 17:00:00,50-59,24
Загвіздя,2021-02-18,2021-02-18 14:00:00,15-19,24
Богородчани,2021-02-14,2021-02-14 17:00:00,40-49,24
Загвіздя,2021-02-11,2021-02-11 16:00:00,15-19,24
Драгомирчани,2021-02-19,2021-02-19 23:00:00,30-39,24
Бурштин,2021-02-18,2021-02-18 09:00:00,50-59,24
Надвірна,2021-02-02,2021-02-02 19:00:00,50-59,24
Надвірна,2021-02-09,2021-02-09 05:00:00,20-29,24
Надвірна,2021-02-09,2021-02-09 04:00:00,30-39,24
Тисмениця,2021-02-13,2021-02-13 02:00:00,30-39,24
Надвірна,2021-02-09,2021-02-09 05:00:00,30-39,24
Тисмениця,2021-02-13,2021-02-13 04:00:00,30-39,24
Бурштин,2021-02-17,2021-02-17 17:00:00,40-49,24
Тисмениця,2021-02-19,2021-02-19 17:00:00,50-59,24
Ямниця,2021-02-20,2021-02-20 18:00:00,50-59,24
Богородчани,2021-02-14,2021-02-14 05:00:00,30-39,24
Ямниця,2021-02-13,2021-02-13 12:00:00,50-59,24
Тисмениця,2021-02-19,2021-02-19 18:00:00,50-59,24
Бурштин,2021-02-17,2021-02-17 18:00:00,50-59,24
Богородчани,2021-02-11,2021-02-11 03:00:00,30-39,24
Богородчани,2021-02-11,2021-02-11 02:00:00,30-39,24
Загвіздя,2021-02-10,2021-02-10 19:00:00,15-19,24
Братківці,2021-02-21,2021-02-21 06:00:00,20-29,24
Ямниця,2021-02-02,2021-02-02 13:00:00,15-19,24
Братківці,2021-02-21,2021-02-21 03:00:00,30-39,24
Черніїв,2021-02-12,2021-02-12 01:00:00,20-29,24
Тисмениця,2021-02-02,2021-02-02 11:00:00,15-19,24
Бурштин,2021-02-08,2021-02-08 08:00:00,50-59,24
Крихівці,2021-02-16,2021-02-16 20:00:00,50-59,24
Угринів,2021-02-05,2021-02-05 21:00:00,15-19,24
Крихівці,2021-02-16,2021-02-16 15:00:00,15-19,24
Тисмениця,2021-02-02,2021-02-02 01:00:00,20-29,24
Угринів,2021-02-04,2021-02-04 22:00:00,15-19,24
Підлужжя,2021-02-13,2021-02-13 09:00:00,50-59,24
Тисмениця,2021-02-02,2021-02-02 17:00:00,15-19,24
Угринів,2021-02-06,2021-02-06 00:00:00,40-49,24
Крихівці,2021-02-01,2021-02-01 14:00:00,15-19,24
Підлужжя,2021-02-04,2021-02-04 01:00:00,30-39,24
Угринів,2021-02-06,2021-02-06 02:00:00,40-49,24
Надвірна,2021-02-01,2021-02-01 05:00:00,20-29,24
Калуш,2021-02-15,2021-02-15 05:00:00,30-39,24
Братківці,2021-02-20,2021-02-20 09:00:00,40-49,24
Лисець,2021-02-09,2021-02-09 19:00:00,40-49,24
Бурштин,2021-02-07,2021-02-07 03:00:00,30-39,24
Угринів,2021-02-02,2021-02-02 00:00:00,40-49,24
Богородчани,2021-02-05,2021-02-05 04:00:00,30-39,24
Ямниця,2021-02-03,2021-02-03 04:00:00,20-29,24
Крихівці,2021-02-15,2021-02-15 07:00:00,50-59,24
Калуш,2021-02-11,2021-02-11 20:00:00,50-59,24
Лисець,2021-02-11,2021-02-11 08:00:00,40-49,24
Калуш,2021-02-12,2021-02-12 03:00:00,30-39,24
Ямниця,2021-02-19,2021-02-19 04:00:00,20-29,24
Крихівці,2021-02-16,2021-02-16 01:00:00,40-49,24
Крихівці,2021-02-16,2021-02-16 04:00:00,40-49,24
Підпечери,2021-02-17,2021-02-17 02:00:00,30-39,24
Калуш,2021-02-13,2021-02-13 03:00:00,20-29,24
Крихівці,2021-02-15,2021-02-15 15:00:00,15-19,24
Калуш,2021-02-13,2021-02-13 04:00:00,20-29,24
Ямниця,2021-02-21,2021-02-21 05:00:00,20-29,24
Калуш,2021-02-19,2021-02-19 01:00:00,30-39,24
Братківці,2021-02-16,2021-02-16 17:00:00,50-59,24
Черніїв,2021-02-14,2021-02-14 08:00:00,40-49,24
Черніїв,2021-02-14,2021-02-14 09:00:00,40-49,24
Калуш,2021-02-19,2021-02-19 11:00:00,15-19,24
Підлужжя,2021-02-14,2021-02-14 09:00:00,40-49,24
Калуш,2021-02-18,2021-02-18 17:00:00,50-59,24
Черніїв,2021-02-15,2021-02-15 07:00:00,50-59,24
Черніїв,2021-02-15,2021-02-15 04:00:00,20-29,24
Ямниця,2021-02-10,2021-02-10 04:00:00,20-29,24
Братківці,2021-02-15,2021-02-15 18:00:00,50-59,24
Бурштин,2021-02-11,2021-02-11 08:00:00,50-59,24
Тисмениця,2021-02-04,2021-02-04 07:00:00,40-49,24
Ямниця,2021-02-01,2021-02-01 03:00:00,30-39,24
Крихівці,2021-02-20,2021-02-20 23:00:00,40-49,24
Лисець,2021-02-07,2021-02-07 15:00:00,50-59,24
Богородчани,2021-02-06,2021-02-06 15:00:00,15-19,24
Угринів,2021-02-13,2021-02-13 08:00:00,15-19,24
Ямниця,2021-02-10,2021-02-10 01:00:00,20-29,24
Черніїв,2021-02-01,2021-02-01 01:00:00,20-29,24
Калуш,2021-02-17,2021-02-17 04:00:00,30-39,24
Богородчани,2021-02-06,2021-02-06 09:00:00,40-49,24
Угринів,2021-02-08,2021-02-08 21:00:00,50-59,24
Угринів,2021-02-08,2021-02-08 23:00:00,40-49,24
Крихівці,2021-02-01,2021-02-01 09:00:00,15-19,24
Надвірна,2021-02-18,2021-02-18 02:00:00,20-29,24
Підлужжя,2021-02-13,2021-02-13 14:00:00,40-49,24
Братківці,2021-02-19,2021-02-19 07:00:00,50-59,24
Черніїв,2021-02-12,2021-02-12 20:00:00,40-49,24
Підпечери,2021-02-13,2021-02-13 03:00:00,20-29,24
Калуш,2021-02-18,2021-02-18 04:00:00,30-39,24
Калуш,2021-02-18,2021-02-18 09:00:00,50-59,24
Лисець,2021-02-09,2021-02-09 00:00:00,20-29,24
Калуш,2021-02-18,2021-02-18 10:00:00,50-59,24
Тисмениця,2021-02-03,2021-02-03 10:00:00,15-19,24
Братківці,2021-02-18,2021-02-18 00:00:00,30-39,24
Калуш,2021-02-17,2021-02-17 19:00:00,40-49,24
Надвірна,2021-02-03,2021-02-03 03:00:00,30-39,24
Калуш,2021-02-11,2021-02-11 19:00:00,40-49,24
Черніїв,2021-02-06,2021-02-06 07:00:00,40-49,24
Крихівці,2021-02-05,2021-02-05 18:00:00,15-19,24
Крихівці,2021-02-09,2021-02-09 22:00:00,40-49,24
Лисець,2021-02-13,2021-02-13 06:00:00,30-39,24
Лисець,2021-02-13,2021-02-13 06:00:00,20-29,24
Підпечери,2021-02-08,2021-02-08 04:00:00,30-39,24
Крихівці,2021-02-06,2021-02-06 03:00:00,40-49,24
Підлужжя,2021-02-09,2021-02-09 19:00:00,40-49,24
Крихівці,2021-02-09,2021-02-09 11:00:00,15-19,24
Крихівці,2021-02-09,2021-02-09 16:00:00,15-19,24
Бурштин,2021-02-03,2021-02-03 19:00:00,50-59,24
Лисець,2021-02-13,2021-02-13 02:00:00,20-29,24
Підпечери,2021-02-06,2021-02-06 18:00:00,40-49,24
Бурштин,2021-02-03,2021-02-03 20:00:00,50-59,24
Надвірна,2021-02-07,2021-02-07 04:00:00,20-29,24
Лисець,2021-02-15,2021-02-15 18:00:00,50-59,24
Черніїв,2021-02-07,2021-02-07 08:00:00,50-59,24
Калуш,2021-02-02,2021-02-02 04:00:00,30-39,24
Бурштин,2021-02-02,2021-02-02 08:00:00,40-49,24
Бурштин,2021-02-01,2021-02-01 04:00:00,30-39,24
Підпечери,2021-02-18,2021-02-18 19:00:00,40-49,24
Надвірна,2021-02-15,2021-02-15 19:00:00,40-49,24
Черніїв,2021-02-07,2021-02-07 15:00:00,40-49,24
Ямниця,2021-02-06,2021-02-06 03:00:00,20-29,24
Калуш,2021-02-03,2021-02-03 15:00:00,15-19,24
Калуш,2021-02-03,2021-02-03 16:00:00,15-19,24
Лисець,2021-02-14,2021-02-14 12:00:00,50-59,24
Калуш,2021-02-02,2021-02-02 03:00:00,30-39,24
Крихівці,2021-02-09,2021-02-09 00:00:00,40-49,24
Калуш,2021-02-05,2021-02-05 08:00:00,50-59,24
Підпечери,2021-02-08,2021-02-08 02:00:00,20-29,24
Калуш,2021-02-04,2021-02-04 10:00:00,50-59,24
Підлужжя,2021-02-10,2021-02-10 03:00:00,30-39,24
Крихівці,2021-02-09,2021-02-09 03:00:00,40-49,24
Калуш,2021-02-05,2021-02-05 04:00:00,30-39,24
Черніїв,2021-02-07,2021-02-07 03:00:00,20-29,24
Калуш,2021-02-04,2021-02-04 19:00:00,15-19,24
Крихівці,2021-02-06,2021-02-06 15:00:00,15-19,24
Черніїв,2021-02-06,2021-02-06 21:00:00,40-49,24
Калуш,2021-02-01,2021-02-01 14:00:00,15-19,24
Бурштин,2021-02-05,2021-02-05 18:00:00,40-49,24
Ямниця,2021-02-21,2021-02-21 12:00:00,40-49,24
Крихівці,2021-02-04,2021-02-04 22:00:00,40-49,24
Підпечери,2021-02-11,2021-02-11 07:00:00,40-49,24
Крихівці,2021-02-12,2021-02-12 08:00:00,15-19,24
Підлужжя,2021-02-06,2021-02-06 16:00:00,50-59,24
Калуш,2021-02-11,2021-02-11 13:00:00,15-19,24
Угринів,2021-02-01,2021-02-01 06:00:00,15-19,24
Калуш,2021-02-11,2021-02-11 17:00:00,50-59,24
Підлужжя,2021-02-06,2021-02-06 01:00:00,20-29,24
Черніїв,2021-02-10,2021-02-10 03:00:00,20-29,24
Калуш,2021-02-10,2021-02-10 18:00:00,50-59,24
Надвірна,2021-02-14,2021-02-14 02:00:00,30-39,24
Богородчани,2021-02-06,2021-02-06 05:00:00,30-39,24
Крихівці,2021-02-03,2021-02-03 09:00:00,15-19,24
Надвірна,2021-02-13,2021-02-13 22:00:00,40-49,24
Калуш,2021-02-08,2021-02-08 05:00:00,30-39,24
Черніїв,2021-02-09,2021-02-09 02:00:00,20-29,24
Надвірна,2021-02-17,2021-02-17 04:00:00,20-29,24
Крихівці,2021-02-04,2021-02-04 13:00:00,15-19,24
Тисмениця,2021-02-21,2021-02-21 15:00:00,40-49,24
Калуш,2021-02-08,2021-02-08 11:00:00,50-59,24
Підпечери,2021-02-06,2021-02-06 15:00:00,50-59,24
Лисець,2021-02-18,2021-02-18 19:00:00,50-59,24
Крихівці,2021-02-10,2021-02-10 19:00:00,15-19,24
Калуш,2021-02-07,2021-02-07 15:00:00,50-59,24
Ямниця,2021-02-07,2021-02-07 11:00:00,40-49,24
Надвірна,2021-02-17,2021-02-17 01:00:00,20-29,24
Ямниця,2021-02-07,2021-02-07 17:00:00,40-49,24
Надвірна,2021-02-14,2021-02-14 12:00:00,40-49,24
Ямниця,2021-02-07,2021-02-07 16:00:00,50-59,24
Крихівці,2021-02-11,2021-02-11 22:00:00,40-49,24
Надвірна,2021-02-14,2021-02-14 11:00:00,40-49,24
Калуш,2021-02-08,2021-02-08 19:00:00,40-49,24
Крихівці,2021-02-11,2021-02-11 17:00:00,15-19,24
Підлужжя,2021-02-17,2021-02-17 01:00:00,20-29,24
Бурштин,2021-02-13,2021-02-13 02:00:00,20-29,24
Богородчани,2021-02-17,2021-02-17 04:00:00,30-39,24
Богородчани,2021-02-17,2021-02-17 06:00:00,20-29,24
Ямниця,2021-02-10,2021-02-10 17:00:00,50-59,24
Загвіздя,2021-02-08,2021-02-08 22:00:00,15-19,24
Підлужжя,2021-02-19,2021-02-19 06:00:00,20-29,24
Лисець,2021-02-05,2021-02-05 05:00:00,20-29,24
Драгомирчани,2021-02-04,2021-02-04 00:00:00,20-29,24
Підлужжя,2021-02-18,2021-02-18 21:00:00,40-49,24
Богородчани,2021-02-04,2021-02-04 05:00:00,30-39,24
Лисець,2021-02-03,2021-02-03 01:00:00,20-29,24
Тисмениця,2021-02-10,2021-02-10 17:00:00,15-19,24
Богородчани,2021-02-16,2021-02-16 16:00:00,15-19,24
Підпечери,2021-02-21,2021-02-21 16:00:00,40-49,24
Тисмениця,2021-02-06,2021-02-06 00:00:00,20-29,24
Тисмениця,2021-02-10,2021-02-10 14:00:00,15-19,24
Надвірна,2021-02-06,2021-02-06 06:00:00,20-29,24
Драгомирчани,2021-02-05,2021-02-05 00:00:00,30-39,24
Братківці,2021-02-11,2021-02-11 18:00:00,50-59,24
Тисмениця,2021-02-08,2021-02-08 13:00:00,15-19,24
Богородчани,2021-02-17,2021-02-17 19:00:00,50-59,24
Ямниця,2021-02-14,2021-02-14 18:00:00,40-49,24
Тисмениця,2021-02-09,2021-02-09 15:00:00,15-19,24
Богородчани,2021-02-18,2021-02-18 07:00:00,40-49,24
Братківці,2021-02-07,2021-02-07 03:00:00,20-29,24
Загвіздя,2021-02-07,2021-02-07 14:00:00,50-59,24
Надвірна,2021-02-20,2021-02-20 06:00:00,20-29,24
Братківці,2021-02-10,2021-02-10 00:00:00,30-39,24
Богородчани,2021-02-19,2021-02-19 00:00:00,30-39,24
Братківці,2021-02-08,2021-02-08 14:00:00,15-19,24
Тисмениця,2021-02-07,2021-02-07 23:00:00,20-29,24
Загвіздя,2021-02-03,2021-02-03 16:00:00,15-19,24
Богородчани,2021-02-21,2021-02-21 05:00:00,30-39,24
Угринів,2021-02-17,2021-02-17 21:00:00,50-59,24
Братківці,2021-02-13,2021-02-13 02:00:00,30-39,24
Драгомирчани,2021-02-06,2021-02-06 19:00:00,50-59,24
Загвіздя,2021-02-02,2021-02-02 20:00:00,15-19,24
Драгомирчани,2021-02-07,2021-02-07 15:00:00,40-49,24
Угринів,2021-02-15,2021-02-15 21:00:00,50-59,24
Драгомирчани,2021-02-07,2021-02-07 03:00:00,30-39,24
Тисмениця,2021-02-04,2021-02-04 23:00:00,30-39,24
Бурштин,2021-02-12,2021-02-12 04:00:00,20-29,24
Загвіздя,2021-02-03,2021-02-03 08:00:00,15-19,24
Братківці,2021-02-01,2021-02-01 18:00:00,50-59,24
Бурштин,2021-02-12,2021-02-12 05:00:00,20-29,24
Братківці,2021-02-13,2021-02-13 16:00:00,50-59,24
Калуш,2021-02-21,2021-02-21 23:00:00,30-39,24
Підпечери,2021-02-04,2021-02-04 07:00:00,50-59,24
Бурштин,2021-02-14,2021-02-14 03:00:00,20-29,24
Калуш,2021-02-21,2021-02-21 15:00:00,50-59,24
Черніїв,2021-02-16,2021-02-16 19:00:00,50-59,24
Бурштин,2021-02-12,2021-02-12 08:00:00,50-59,24
Братківці,2021-02-13,2021-02-13 11:00:00,40-49,24
Драгомирчани,2021-02-08,2021-02-08 01:00:00,30-39,24
Крихівці,2021-02-21,2021-02-21 05:00:00,20-29,24
Драгомирчани,2021-02-06,2021-02-06 05:00:00,30-39,24
Братківці,2021-02-01,2021-02-01 04:00:00,30-39,24
Ямниця,2021-02-17,2021-02-17 04:00:00,20-29,24
Черніїв,2021-02-15,2021-02-15 21:00:00,40-49,24
Бурштин,2021-02-12,2021-02-12 17:00:00,50-59,24
Ямниця,2021-02-19,2021-02-19 19:00:00,40-49,24
Братківці,2021-02-02,2021-02-02 23:00:00,30-39,24
Черніїв,2021-02-16,2021-02-16 02:00:00,40-49,24
Підпечери,2021-02-03,2021-02-03 00:00:00,20-29,24
Драгомирчани,2021-02-02,2021-02-02 19:00:00,50-59,23
Бурштин,2021-02-15,2021-02-15 09:00:00,50-59,23
Бурштин,2021-02-01,2021-02-01 18:00:00,50-59,23
Драгомирчани,2021-02-20,2021-02-20 09:00:00,50-59,23
Підпечери,2021-02-13,2021-02-13 12:00:00,50-59,23
Загвіздя,2021-02-10,2021-02-10 21:00:00,40-49,23
Бурштин,2021-02-04,2021-02-04 21:00:00,50-59,23
Бурштин,2021-02-19,2021-02-19 19:00:00,50-59,23
Бурштин,2021-02-14,2021-02-14 05:00:00,20-29,23
Загвіздя,2021-02-07,2021-02-07 20:00:00,40-49,23
Ямниця,2021-02-21,2021-02-21 15:00:00,50-59,23
Драгомирчани,2021-02-07,2021-02-07 12:00:00,50-59,23
Драгомирчани,2021-02-08,2021-02-08 03:00:00,30-39,23
Бурштин,2021-02-19,2021-02-19 18:00:00,50-59,23
Драгомирчани,2021-02-19,2021-02-19 19:00:00,40-49,23
